,location,total_sqft,bath,balcony,price,bedrooms
10369,Bellandur,1049.0,2.0,1.0,51.0,2
10372,Badavala Nagar,1842.0,3.0,2.0,115.0,3
10374,Jakkur,1282.0,2.0,1.0,72.0,2
10375,Kalena Agrahara,800.0,2.0,1.0,40.0,2
10377,Chandapura,1190.0,2.0,2.0,30.35,3
10378,Magadi Road,1318.0,2.0,1.0,68.0,3
10379,Kanakpura Road,1698.0,2.0,1.0,105.0,2
10381,Kammasandra,1276.0,2.0,1.0,31.9,3
10382,other,1555.0,2.0,1.0,67.0,3
10383,Sarjapur  Road,1881.0,3.0,2.0,145.0,3
10385,Yelahanka,1890.0,3.0,2.0,109.0,3
10387,Old Madras Road,935.0,2.0,1.0,32.0,2
10388,other,1000.0,2.0,3.0,58.0,2
10392,Electronic City,1160.0,2.0,2.0,42.0,3
10393,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2
10395,Bellandur,1350.0,2.0,1.0,63.0,3
10396,Malleshwaram,2215.0,3.0,2.0,330.0,3
10397,Attibele,996.0,2.0,1.0,24.9,2
10398,other,1076.0,2.0,1.0,30.13,2
10400,Kasavanhalli,1715.0,3.0,3.0,112.0,3
10401,Hebbal,1072.0,2.0,2.0,45.0,2
10402,Panathur,1230.0,2.0,1.0,80.0,2
10404,Thanisandra,1411.0,3.0,1.0,93.25,3
10409,Doddathoguru,1208.0,3.0,1.0,45.0,3
10411,Haralur Road,1225.0,2.0,1.0,69.84,2
10412,Hebbal,1162.0,2.0,1.0,69.0,2
10413,Thanisandra,1262.0,2.0,1.0,65.0,3
10415,Electronic City Phase II,1160.0,2.0,1.0,33.51,2
10418,Whitefield,1340.0,2.0,2.0,41.0,2
10419,Sarjapur  Road,2275.0,4.0,2.0,182.0,3
10420,Budigere,1162.0,2.0,1.0,58.0,2
10423,Hosa Road,1170.0,2.0,2.0,65.0,2
10424,Sarjapur  Road,980.0,2.0,1.0,25.0,2
10426,other,1423.0,2.0,1.0,71.73,3
10427,Kaggadasapura,1106.0,2.0,3.0,40.0,2
10428,Kereguddadahalli,1105.0,2.0,2.0,27.6,2
10430,other,1255.0,2.0,1.0,56.7,2
10431,Sarjapur  Road,1525.0,2.0,2.0,65.0,3
10432,other,1061.0,2.0,1.0,38.95,2
10434,Electronic City Phase II,1400.0,2.0,2.0,40.45,3
10435,Domlur,2100.0,3.0,2.0,145.0,3
10436,Electronic City,660.0,1.0,1.0,16.5,2
10439,other,907.0,2.0,0.0,55.43,2
10440,Hennur Road,2047.0,3.0,2.0,67.55,3
10443,Hennur Road,1904.0,3.0,2.0,129.0,3
10444,Balagere,1205.0,2.0,1.0,73.87,2
10445,Yeshwanthpur,1164.0,2.0,2.0,64.08,2
10446,other,1410.0,2.0,2.0,73.0,2
10447,other,1150.0,2.0,1.0,42.0,2
10448,other,1170.0,2.0,2.0,53.11,2
10451,other,1789.0,3.0,3.0,75.0,3
10452,Hulimavu,1021.0,2.0,1.0,76.0,2
10454,Kalena Agrahara,1222.0,2.0,3.0,48.0,2
10455,Hennur Road,1981.0,3.0,1.0,134.0,3
10457,other,1201.0,2.0,1.0,65.0,2
10458,Sarjapur  Road,970.0,2.0,1.0,36.0,2
10459,Sarjapur,920.0,2.0,2.0,33.0,2
10460,Yeshwanthpur,1520.0,3.0,3.0,85.0,3
10462,Sonnenahalli,1268.0,2.0,1.0,75.0,3
10464,Harlur,1755.0,3.0,2.0,115.0,3
10465,Hoskote,945.0,2.0,1.0,35.0,2
10466,8th Phase JP Nagar,500.0,1.0,1.0,33.0,1
10467,Harlur,2820.0,4.0,0.0,153.5,4
10468,Bommenahalli,1632.0,3.0,0.0,140.0,4
10470,Domlur,1276.0,2.0,2.0,80.0,2
10471,Thanisandra,1234.0,2.0,2.0,51.0,2
10472,Lakshminarayana Pura,1180.0,2.0,1.0,75.0,2
10473,other,1370.0,2.0,2.0,87.0,3
10474,Chandapura,1015.0,2.0,2.0,25.88,2
10479,Ramagondanahalli,1251.0,2.0,1.0,46.0,2
10481,Sarjapur  Road,1346.0,2.0,1.0,67.38,2
10482,Electronic City Phase II,1090.0,2.0,1.0,31.48,2
10484,Kanakapura,1290.0,2.0,3.0,51.1,3
10486,Sarjapur  Road,1881.0,3.0,2.0,145.0,3
10492,other,2735.0,4.0,2.0,340.0,3
10495,Ramamurthy Nagar,1050.0,2.0,1.0,51.66,2
10496,Hoodi,1660.0,3.0,2.0,131.0,3
10504,CV Raman Nagar,705.0,2.0,1.0,50.0,1
10506,Anandapura,1200.0,2.0,1.0,50.0,2
10507,Talaghattapura,1804.0,3.0,2.0,127.0,3
10508,other,750.0,2.0,0.0,20.0,2
10513,Electronic City,1287.0,3.0,1.0,55.0,3
10514,Thigalarapalya,2215.0,4.0,2.0,157.0,3
10516,Sarjapur  Road,1045.0,2.0,2.0,42.15,2
10518,Whitefield,1431.0,3.0,2.0,85.0,3
10520,Vittasandra,1650.0,3.0,2.0,85.5,3
10521,other,1535.0,3.0,1.0,72.0,3
10522,Marathahalli,2524.0,5.0,2.0,180.0,4
10523,Kanakpura Road,1300.0,3.0,2.0,69.0,3
10528,other,1265.0,2.0,2.0,68.0,2
10534,1st Phase JP Nagar,2077.0,3.0,3.0,175.0,3
10535,Sarjapur  Road,2880.0,3.0,2.0,211.0,4
10537,Dasanapura,708.0,2.0,1.0,31.15,2
10541,Kanakpura Road,458.0,1.0,0.0,33.66,1
10545,other,1450.0,2.0,1.0,90.0,3
10546,Kasavanhalli,1100.0,2.0,1.0,65.0,2
10547,other,1185.0,2.0,3.0,55.0,2
10550,other,660.0,1.0,1.0,35.0,1
10555,Bhoganhalli,1205.0,2.0,1.0,68.32,2
10557,Akshaya Nagar,1421.0,2.0,2.0,73.0,3
10559,Whitefield,524.0,1.0,1.0,29.0,1
10562,Sarjapur  Road,984.0,2.0,1.0,45.91,2
10563,Rachenahalli,985.0,2.0,1.0,50.17,2
10565,other,1140.0,2.0,3.0,60.0,2
10567,Begur Road,1410.0,2.0,3.0,44.42,3
10569,Devanahalli,1360.0,2.0,0.0,62.425,2
10570,Electronic City,1800.0,3.0,2.0,700.0,4
10571,Dasarahalli,1333.0,2.0,1.0,86.65,2
10572,Electronic City,1258.0,2.0,1.0,85.5,2
10573,other,1458.0,2.0,2.0,87.0,3
10574,Electronic City,1386.0,2.0,1.0,85.0,2
10575,Electronic City Phase II,1140.0,2.0,1.0,32.92,2
10576,Electronic City,550.0,1.0,1.0,27.0,1
10577,Lakshminarayana Pura,1200.0,2.0,3.0,83.0,2
10579,Whitefield,2135.0,3.0,2.0,149.0,4
10580,Whitefield,2500.0,4.0,0.0,100.0,4
10581,other,1178.0,2.0,1.0,80.0,2
10582,other,991.0,2.0,2.0,40.0,2
10583,Gottigere,1493.0,2.0,3.0,90.0,3
10584,Subramanyapura,2495.0,3.0,3.0,130.0,3
10586,Dasanapura,814.0,2.0,1.0,53.0,2
10587,Electronic City,1025.0,2.0,1.0,50.0,2
10588,Bannerghatta Road,1115.0,2.0,1.0,61.0,2
10589,Whitefield,3075.0,2.0,3.0,188.0,4
10591,Whitefield,1760.0,3.0,2.0,160.0,3
10595,other,1175.0,2.0,2.0,52.86,2
10596,Hebbal,4235.0,5.0,3.0,364.0,4
10597,KR Puram,1100.0,2.0,2.0,45.0,2
10600,other,1810.0,3.0,3.0,131.0,3
10602,other,2400.0,2.0,3.0,195.0,3
10603,Kalyan nagar,1100.0,2.0,1.0,70.0,2
10604,Electronic City Phase II,650.0,1.0,1.0,35.0,1
10605,Old Madras Road,1350.0,3.0,2.0,47.25,3
10607,Billekahalli,1360.0,2.0,3.0,110.0,2
10608,Yeshwanthpur,674.0,1.0,1.0,36.85,1
10609,Whitefield,1655.0,3.0,2.0,110.0,3
10612,other,1277.0,2.0,2.0,92.0,2
10615,Budigere,1153.0,2.0,2.0,60.0,2
10617,KR Puram,3300.0,3.0,1.0,255.0,5
10620,Old Madras Road,3715.0,6.0,0.0,212.5,4
10621,8th Phase JP Nagar,1160.0,2.0,1.0,95.0,2
10622,Bisuvanahalli,1075.0,2.0,1.0,31.0,3
10623,Brookefield,1225.0,2.0,2.0,72.0,2
10624,other,5000.0,5.0,3.0,950.0,4
10627,other,1350.0,3.0,2.0,60.0,3
10628,Kanakpura Road,1300.0,3.0,1.0,69.0,3
10629,Channasandra,830.0,2.0,1.0,36.28,2
10630,Hennur Road,1155.0,2.0,1.0,69.18,2
10631,other,3126.0,5.0,3.0,345.0,4
10632,Jalahalli,905.0,2.0,2.0,55.0,2
10633,Vijayanagar,1375.0,2.0,0.0,75.0,3
10637,Kannamangala,957.0,2.0,1.0,55.0,2
10638,9th Phase JP Nagar,890.0,2.0,2.0,45.0,2
10639,KR Puram,3000.0,4.0,2.0,235.0,4
10640,Electronic City,1070.0,2.0,1.0,55.0,2
10641,other,2400.0,5.0,1.0,150.0,5
10643,Rachenahalli,925.0,2.0,1.0,37.0,2
10644,Kammasandra,1415.0,2.0,2.0,60.0,2
10646,Thanisandra,1225.0,2.0,1.0,37.0,2
10648,Whitefield,840.0,1.0,1.0,57.0,1
10650,Thanisandra,1732.0,3.0,1.0,112.0,3
10652,Bhoganhalli,1260.0,2.0,1.0,69.9,2
10654,other,827.0,2.0,0.0,34.0,2
10657,7th Phase JP Nagar,1370.0,2.0,1.0,54.79,3
10658,Whitefield,1725.0,3.0,2.0,106.0,3
10663,Kanakpura Road,700.0,2.0,1.0,34.0,2
10664,other,800.0,2.0,1.0,32.0,2
10665,Rajaji Nagar,2367.0,4.0,3.0,340.0,3
10666,Sonnenahalli,1415.0,2.0,1.0,65.0,3
10667,7th Phase JP Nagar,1976.0,3.0,1.0,145.0,3
10669,Yelahanka,700.0,1.0,1.0,38.0,1
10670,Sarjapur,1445.0,3.0,1.0,50.0,3
10671,Battarahalli,2082.0,3.0,2.0,104.0,3
10672,HSR Layout,1140.0,2.0,2.0,46.0,2
10673,Thanisandra,933.0,2.0,1.0,66.0,2
10676,Whitefield,1130.0,2.0,1.0,36.0,2
10679,Rajaji Nagar,1555.0,3.0,2.0,125.0,3
10680,Bellandur,1420.0,3.0,2.0,62.0,3
10682,Devanahalli,658.0,1.0,1.0,26.91,1
10683,Bhoganhalli,896.9,2.0,1.0,78.74,2
10685,KR Puram,1035.0,2.0,2.0,40.0,2
10686,Whitefield,2064.0,5.0,2.0,225.0,4
10687,other,1839.0,3.0,3.0,160.0,3
10688,Begur Road,1200.0,2.0,2.0,44.0,2
10689,Yelahanka New Town,488.0,1.0,1.0,20.0,1
10692,other,993.0,2.0,2.0,42.0,2
10693,Hoodi,1225.0,2.0,1.0,45.0,2
10696,other,825.0,2.0,1.0,32.0,2
10699,Electronic City Phase II,1800.0,3.0,3.0,92.0,3
10701,Kanakpura Road,1167.0,2.0,1.0,63.0,2
10703,other,650.0,1.0,1.0,50.0,1
10704,Sarjapur  Road,675.0,1.0,1.0,27.0,1
10706,other,720.0,1.0,0.0,32.39,1
10707,Whitefield,4800.0,4.0,2.0,600.0,3
10710,Uttarahalli,1330.0,2.0,1.0,58.0,3
10711,Koramangala,1320.0,2.0,1.0,160.0,2
10714,Banashankari,1770.0,3.0,3.0,108.0,3
10715,other,2100.0,3.0,3.0,125.0,3
10719,Kanakpura Road,1419.59,2.0,1.0,65.0,3
10723,Kannamangala,1536.0,3.0,1.0,107.0,3
10724,Koramangala,1710.0,3.0,2.0,210.0,3
10725,JP Nagar,2400.0,3.0,3.0,196.0,3
10727,Electronic City,1342.0,2.0,1.0,72.0,2
10729,Kanakapura,938.0,1.0,1.0,50.0,1
10730,Budigere,1820.0,3.0,2.0,99.0,3
10731,Bhoganhalli,2439.0,4.0,3.0,170.0,4
10732,Kanakpura Road,1665.0,3.0,2.0,78.0,3
10734,Bommanahalli,1091.0,2.0,1.0,40.0,2
10735,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
10736,Rajaji Nagar,1720.0,3.0,2.0,224.0,3
10737,Brookefield,3675.0,4.0,3.0,176.0,4
10740,Hebbal,1299.0,2.0,1.0,97.0,2
10741,Yelahanka,1491.0,3.0,2.0,85.0,3
10746,other,1125.0,2.0,1.0,55.0,2
10747,Electronic City,1275.0,3.0,1.0,70.0,3
10749,Sarjapur  Road,10000.0,4.0,2.0,975.0,5
10750,Old Madras Road,1330.0,2.0,2.0,74.0,2
10755,Electronic City,770.0,1.0,1.0,38.0,2
10756,Sarjapur  Road,3930.0,5.0,2.0,330.0,4
10759,Harlur,2569.0,4.0,1.0,175.0,4
10761,Whitefield,1116.0,2.0,3.0,51.91,2
10762,Bhoganhalli,1707.0,3.0,2.0,115.0,3
10766,Tumkur Road,1240.0,2.0,1.0,83.0,3
10767,JP Nagar,1300.0,2.0,1.0,91.65,2
10768,Ambalipura,1700.0,2.0,2.0,76.0,2
10769,Yeshwanthpur,1383.0,2.0,2.0,76.18,3
10773,Thigalarapalya,2072.0,4.0,2.0,151.0,3
10775,Jalahalli,615.0,1.0,1.0,46.0,1
10776,KR Puram,1116.0,2.0,1.0,45.0,2
10777,Whitefield,1639.0,3.0,2.0,107.0,3
10781,Thanisandra,933.0,1.0,1.0,61.0,1
10782,Hosur Road,2289.0,3.0,3.0,180.0,3
10785,Horamavu Agara,1080.0,2.0,1.0,38.0,2
10787,other,910.0,2.0,3.0,36.0,2
10788,Hormavu,1200.0,2.0,0.0,73.0,2
10789,Electronic City,1110.0,2.0,1.0,39.9,2
10792,Hormavu,1800.0,3.0,1.0,204.0,3
10793,AECS Layout,1005.0,2.0,1.0,55.0,2
10797,Electronic City,660.0,1.0,1.0,23.0,2
10801,other,1100.0,2.0,1.0,60.0,2
10805,Uttarahalli,1590.0,3.0,2.0,57.0,3
10808,Hosa Road,1161.0,2.0,1.0,55.15,2
10812,Electronic City,1644.0,3.0,2.0,92.59,3
10814,1st Phase JP Nagar,1205.0,2.0,1.0,85.0,2
10817,Raja Rajeshwari Nagar,1270.0,2.0,2.0,62.0,2
10819,Jigani,1221.0,3.0,3.0,70.0,3
10821,Kanakpura Road,1339.0,2.0,2.0,63.0,2
10823,Haralur Road,1315.0,2.0,1.0,85.0,2
10825,Bisuvanahalli,850.0,2.0,1.0,27.0,2
10826,7th Phase JP Nagar,1600.0,2.0,2.0,110.0,3
10827,Electronic City,1250.0,2.0,1.0,62.0,2
10828,other,1312.0,2.0,1.0,56.5,3
10829,Kadugodi,3000.0,4.0,0.0,134.0,4
10830,Electronic City Phase II,1300.0,2.0,2.0,28.0,2
10833,Ambedkar Nagar,5000.0,4.0,2.0,536.0,4
10834,Kadugodi,1614.0,2.0,2.0,59.0,3
10836,other,1182.0,2.0,1.0,60.1,3
10837,other,1053.0,2.0,1.0,46.29,2
10839,Gubbalala,2000.0,3.0,3.0,125.0,3
10840,Electronic City Phase II,1940.0,4.0,3.0,116.0,3
10841,Hennur Road,1590.0,3.0,2.0,105.0,3
10845,Raja Rajeshwari Nagar,1260.0,2.0,1.0,62.0,3
10847,Thanisandra,1702.0,3.0,2.0,107.0,3
10848,Bisuvanahalli,1080.0,2.0,2.0,65.0,3
10850,Tumkur Road,1035.0,2.0,1.0,39.0,2
10851,Hennur Road,1200.0,2.0,1.0,36.0,2
10854,Kanakpura Road,1300.0,3.0,1.0,69.0,3
10855,Yelahanka,1330.0,2.0,1.0,93.65,2
10856,Kaggalipura,1210.0,2.0,1.0,65.0,3
10858,other,1900.0,2.0,2.0,65.0,3
10859,Ambedkar Nagar,1935.0,4.0,2.0,125.0,3
10860,other,1410.0,3.0,3.0,90.0,3
10861,other,1469.0,2.0,2.0,99.14,2
10862,Varthur,986.0,2.0,1.0,30.0,2
10863,other,1460.0,2.0,2.0,87.0,3
10864,other,1260.0,2.0,2.0,85.05,3
10865,Chandapura,1345.0,2.0,2.0,39.5,3
10866,Panathur,980.0,2.0,1.0,57.0,2
10867,Kudlu Gate,1164.0,2.0,2.0,75.0,2
10868,Subramanyapura,929.0,1.0,2.0,51.0,2
10870,Budigere,1172.0,2.0,0.0,56.725,2
10873,Gunjur,1362.0,3.0,1.0,62.63,3
10874,Yeshwanthpur,672.0,1.0,1.0,36.85,1
10875,Brookefield,1746.0,3.0,3.0,115.0,3
10877,Harlur,1532.0,2.0,1.0,65.0,2
10879,other,1250.0,2.0,2.0,65.0,2
10880,Thanisandra,1188.0,2.0,1.0,39.0,2
10881,Whitefield,3565.0,4.0,0.0,218.0,4
10882,Marathahalli,1170.0,2.0,2.0,85.0,2
10887,other,2507.0,4.0,2.0,155.0,4
10888,other,1061.0,2.0,1.0,34.0,2
10893,Sarjapur,1333.0,3.0,1.0,50.0,3
10894,Sarjapur  Road,1691.0,3.0,2.0,119.0,3
10895,Thanisandra,747.0,1.0,0.0,34.355,1
10897,Thanisandra,2030.0,4.0,1.0,125.0,3
10898,Balagere,1012.0,2.0,1.0,70.0,2
10900,7th Phase JP Nagar,1765.0,3.0,2.0,118.0,3
10901,Gottigere,1110.0,2.0,2.0,36.25,2
10903,Sarjapur,1044.0,2.0,2.0,36.0,2
10904,Brookefield,1518.0,3.0,3.0,80.0,3
10905,KR Puram,1300.0,2.0,2.0,57.0,3
10906,other,1798.0,3.0,3.0,73.0,3
10907,KR Puram,866.28,2.0,0.0,36.38,2
10908,Whitefield,3410.0,5.0,3.0,253.0,4
10909,other,1179.0,2.0,2.0,56.0,2
10911,Uttarahalli,1125.0,2.0,1.0,48.0,2
10915,5th Phase JP Nagar,1190.0,2.0,2.0,61.8,2
10917,Jakkur,1761.0,3.0,1.0,84.52,3
10920,Electronic City,1128.0,2.0,1.0,64.8,2
10923,other,509.0,1.0,1.0,20.0,1
10924,Ambedkar Nagar,1852.0,4.0,2.0,122.0,3
10925,Varthur,1045.0,2.0,1.0,40.65,2
10926,other,3535.0,4.0,2.0,215.0,4
10928,other,1800.0,3.0,2.0,82.0,4
10932,Balagere,645.0,1.0,1.0,55.0,1
10935,other,2050.0,3.0,2.0,135.0,3
10936,Sarjapur  Road,1335.0,2.0,1.0,95.0,2
10938,Hebbal,1255.0,3.0,2.0,77.68,3
10939,Thanisandra,1140.0,2.0,1.0,59.0,2
10940,Hosakerehalli,2376.0,3.0,1.0,240.0,3
10941,Thanisandra,663.0,1.0,1.0,46.0,1
10943,Kanakpura Road,1450.0,3.0,3.0,60.9,3
10947,Malleshwaram,2200.0,3.0,2.0,275.0,3
10949,Green Glen Layout,1740.0,3.0,3.0,80.0,3
10954,Sarjapur  Road,1525.0,2.0,3.0,63.0,3
10956,Hebbal,2470.0,5.0,2.0,192.0,4
10958,Hormavu,1250.0,2.0,2.0,65.0,2
10959,Kothanur,1400.0,2.0,1.0,70.0,2
10960,other,1600.0,3.0,2.0,100.0,3
10961,Electronic City,1060.0,2.0,1.0,55.0,2
10963,Kanakpura Road,1296.0,2.0,2.0,105.0,2
10965,Karuna Nagar,1945.0,3.0,3.0,115.0,3
10969,other,2100.0,3.0,1.0,270.0,3
10970,other,850.0,2.0,1.0,42.5,2
10971,Subramanyapura,1880.0,3.0,2.0,110.0,3
10973,Kenchenahalli,1060.0,2.0,2.0,52.0,2
10974,Hennur Road,2041.0,3.0,3.0,138.0,3
10978,other,1184.0,2.0,1.0,62.0,2
10980,Thanisandra,1411.0,3.0,2.0,100.0,3
10984,Thanisandra,1702.0,3.0,2.0,120.0,3
10985,Yelahanka,1185.0,2.0,2.0,45.0,2
10986,Kanakpura Road,1300.0,3.0,1.0,64.0,3
10987,other,1545.0,3.0,2.0,65.0,3
10988,other,1515.0,2.0,2.0,135.0,3
10989,Jigani,1300.0,3.0,3.0,55.0,3
10991,Old Madras Road,1720.0,3.0,2.0,106.0,3
10992,other,1540.0,3.0,2.0,150.0,3
10994,Electronic City,710.0,1.0,1.0,40.42,1
10995,Thanisandra,1100.0,2.0,1.0,38.0,2
10996,other,3200.0,4.0,0.0,270.0,4
10998,Bannerghatta Road,1250.0,2.0,0.0,48.0,2
11000,Hegde Nagar,1584.01,3.0,1.0,104.0,3
11003,Kaggadasapura,1485.0,2.0,2.0,70.0,3
11004,Hennur Road,1100.0,2.0,1.0,78.0,3
11006,Hennur Road,1880.0,4.0,0.0,154.0,4
11010,Bannerghatta Road,1640.0,3.0,2.0,105.0,3
11011,other,1165.0,2.0,1.0,65.0,2
11012,Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2
11014,other,4000.0,4.0,2.0,630.0,4
11017,Haralur Road,1300.0,2.0,2.0,75.0,2
11020,Hennur Road,1232.0,2.0,1.0,69.61,2
11023,Sarjapur  Road,1222.0,2.0,1.0,68.0,3
11024,Varthur,1155.0,2.0,2.0,39.0,2
11026,other,1200.0,2.0,1.0,45.0,2
11027,Yelahanka,1517.0,3.0,2.0,71.28,3
11029,Electronic City,870.0,2.0,2.0,24.0,2
11033,Whitefield,1345.0,3.0,1.0,58.0,3
11035,EPIP Zone,3800.0,5.0,2.0,170.0,4
11037,Hennur,1255.0,2.0,1.0,52.32,2
11038,EPIP Zone,1810.0,2.0,2.0,65.0,2
11040,Thanisandra,1185.0,2.0,2.0,45.0,2
11041,Pattandur Agrahara,1350.0,2.0,3.0,68.0,2
11042,Budigere,1590.0,3.0,0.0,76.16,3
11049,Kengeri Satellite Town,1170.0,2.0,3.0,50.0,2
11050,Sarjapur  Road,3420.0,4.0,2.0,225.0,4
11051,Hulimavu,1320.0,2.0,2.0,65.0,3
11052,Bhoganhalli,1610.0,3.0,2.0,84.53,3
11053,Frazer Town,1870.0,3.0,3.0,180.0,3
11054,Sarjapur  Road,1510.0,2.0,1.0,110.0,3
11057,Mahadevpura,1500.0,2.0,1.0,70.0,3
11058,Indira Nagar,1149.0,2.0,1.0,130.0,2
11059,Thanisandra,1948.0,4.0,2.0,129.0,4
11061,Sarjapur  Road,1242.0,2.0,1.0,78.0,2
11062,Sonnenahalli,1268.0,2.0,1.0,58.0,2
11063,Ramamurthy Nagar,1101.0,2.0,1.0,50.0,2
11064,other,1255.0,2.0,3.0,65.0,2
11065,Gunjur,1362.0,3.0,1.0,62.63,3
11066,Sarjapur  Road,984.0,3.0,2.0,140.0,3
11067,Hosa Road,1089.0,2.0,1.0,32.67,2
11069,Uttarahalli,1345.0,2.0,1.0,57.0,3
11072,Kaggalipura,950.0,2.0,1.0,45.0,2
11073,other,1068.0,2.0,1.0,43.0,2
11074,Yelahanka New Town,860.0,1.0,2.0,31.0,2
11076,Yelahanka,1756.0,3.0,2.0,66.73,3
11077,Whitefield,1205.0,2.0,1.0,41.0,2
11079,Banashankari,1800.0,3.0,2.0,125.0,3
11081,Hormavu,1604.0,3.0,0.0,68.0,3
11082,Old Airport Road,2732.0,4.0,3.0,204.0,4
11083,Chandapura,1015.0,2.0,2.0,25.88,2
11088,Yelahanka,1050.0,2.0,2.0,33.1,2
11090,Mysore Road,1248.52,3.0,2.0,115.0,3
11092,Bannerghatta Road,1656.0,2.0,1.0,62.93,3
11093,other,1451.0,3.0,1.0,68.0,3
11095,JP Nagar,1250.0,2.0,2.0,93.0,2
11096,other,4395.0,3.0,3.0,240.0,3
11097,Hebbal,4600.0,6.0,2.0,650.0,4
11098,Sonnenahalli,1340.0,2.0,3.0,42.0,3
11099,other,1100.0,2.0,2.0,38.5,2
11101,other,1700.0,3.0,1.0,71.0,3
11103,KR Puram,1096.0,2.0,1.0,43.0,2
11104,Electronic City Phase II,1160.0,2.0,1.0,33.5,2
11106,other,1269.0,2.0,2.0,63.0,3
11108,Panathur,1586.0,3.0,1.0,125.0,3
11109,Rajaji Nagar,1376.0,2.0,1.0,124.0,2
11110,Kanakpura Road,1452.0,3.0,3.0,56.5,3
11111,Hosa Road,1538.0,3.0,1.0,107.0,3
11112,Hosur Road,1427.0,2.0,1.0,130.0,3
11114,other,1220.0,2.0,3.0,65.0,2
11115,Harlur,1197.0,2.0,1.0,77.0,2
11118,Thanisandra,1573.0,3.0,1.0,90.0,3
11119,Dodda Nekkundi,1135.0,2.0,2.0,58.0,2
11123,other,2045.0,3.0,2.0,108.0,3
11124,Sonnenahalli,1268.0,2.0,1.0,56.0,2
11125,Kambipura,883.0,2.0,1.0,39.0,2
11126,Yelahanka,1600.0,3.0,3.0,100.0,3
11127,Thanisandra,1056.0,2.0,2.0,70.0,2
11130,KR Puram,1204.0,2.0,2.0,58.0,2
11131,other,1410.0,2.0,1.0,54.0,3
11132,Hennur Road,1460.0,2.0,1.0,80.3,2
11134,other,1310.0,2.0,1.0,88.0,2
11135,other,1600.0,3.0,2.0,90.0,3
11137,Sarjapur  Road,1665.0,3.0,2.0,74.93,3
11138,Uttarahalli,1345.0,2.0,1.0,57.0,3
11140,other,1416.0,2.0,2.0,67.0,2
11141,HSR Layout,1145.0,2.0,2.0,46.0,2
11143,Jigani,1231.0,3.0,2.0,58.0,3
11144,Yelahanka,1664.0,3.0,0.0,73.95,3
11146,Rajiv Nagar,972.0,2.0,2.0,43.0,2
11151,Balagere,1007.0,2.0,1.0,68.0,2
11153,Whitefield,1250.0,2.0,2.0,85.0,2
11155,Horamavu Agara,994.0,2.0,1.0,42.28,2
11157,Thanisandra,1220.0,2.0,2.0,46.0,2
11158,other,1441.0,2.0,1.0,115.0,2
11159,Old Madras Road,1157.0,2.0,2.0,47.32,2
11161,Thigalarapalya,1400.0,2.0,2.0,105.0,2
11174,Kanakpura Road,1430.0,2.0,2.0,78.0,2
11176,Old Madras Road,2640.0,5.0,1.0,150.0,3
11177,Bisuvanahalli,1075.0,2.0,1.0,42.0,3
11178,Hennur Road,1570.0,3.0,0.0,75.99,3
11180,Sonnenahalli,1011.0,2.0,1.0,59.0,2
11181,7th Phase JP Nagar,1450.0,2.0,1.0,102.0,3
11182,Sarjapur  Road,1129.0,2.0,1.0,69.0,2
11183,other,1126.0,2.0,1.0,36.0,2
11185,Sarjapur  Road,1180.0,2.0,2.0,45.0,3
11188,Hennur Road,1933.0,3.0,2.0,140.0,3
11191,other,610.0,1.0,0.0,28.0,1
11193,other,1300.0,3.0,3.0,77.99,3
11200,other,1864.0,3.0,2.0,120.0,3
11207,Bellandur,1200.0,2.0,1.0,62.0,2
11208,other,1735.0,3.0,2.0,70.0,3
11209,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3
11210,HSR Layout,1009.0,2.0,2.0,56.0,2
11211,Jalahalli,1470.0,2.0,3.0,102.0,3
11213,other,985.0,2.0,1.0,45.0,2
11215,Whitefield,1277.0,2.0,1.0,77.0,2
11216,other,1100.0,2.0,1.0,62.0,2
11217,Whitefield,1820.0,3.0,2.0,140.0,3
11219,Banashankari,1886.0,3.0,2.0,205.0,3
11221,Jakkur,1880.0,4.0,2.0,110.0,3
11222,Hennur,1255.0,2.0,2.0,52.35,2
11223,Kanakpura Road,700.0,2.0,1.0,36.0,2
11225,Electronic City Phase II,1025.0,2.0,1.0,29.6,2
11226,Whitefield,3453.0,4.0,2.0,247.0,4
11229,Sarjapur  Road,1850.0,3.0,2.0,140.0,3
11232,Kodihalli,3522.0,5.0,3.0,716.0,4
11233,Jalahalli,1244.0,2.0,2.0,88.0,2
11235,Kengeri Satellite Town,1025.0,2.0,1.0,28.57,2
11236,Sarjapur  Road,1034.0,2.0,1.0,38.0,2
11237,Kengeri Satellite Town,1191.0,2.0,2.0,33.34,3
11238,Kasavanhalli,1719.0,3.0,2.0,71.0,3
11241,Hosa Road,1470.0,2.0,2.0,84.22,3
11243,Harlur,1752.12,3.0,2.0,125.0,3
11246,Old Madras Road,2990.0,3.0,2.0,170.0,3
11247,Bannerghatta Road,1660.0,3.0,2.0,85.0,3
11248,Electronic City,1275.0,3.0,3.0,63.43,3
11252,other,1392.0,3.0,1.0,69.46,3
11253,Whitefield,1245.0,2.0,1.0,59.76,2
11255,Yeshwanthpur,1162.0,2.0,2.0,64.08,2
11256,other,1476.0,2.0,1.0,73.0,3
11259,Jigani,943.0,2.0,2.0,48.0,2
